,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2011-0774,22/02/2011 5:00,4/02/2011 1:00,5,200, Information Exposure,
CVE-2010-4523,17/02/2011 7:01,7/01/2011 20:00,7.2,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-1729,17/02/2011 6:55,6/05/2010 14:53,4.3,399, Resource Management Errors,
CVE-2010-1388,17/02/2011 6:54,11/06/2010 18:00,4.3,200, Information Exposure,
CVE-2009-2200,17/02/2011 6:44,12/08/2009 19:30,7.1,200, Information Exposure,
CVE-2009-2195,17/02/2011 6:44,12/08/2009 19:30,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2009-1718,17/02/2011 6:43,10/06/2009 18:00,7.1,200, Information Exposure,
CVE-2009-1715,17/02/2011 6:43,10/06/2009 18:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1703,17/02/2011 6:43,10/06/2009 18:00,7.1,200, Information Exposure,
CVE-2009-1697,17/02/2011 6:43,10/06/2009 18:00,4.3,20, Improper Input Validation,
CVE-2009-1696,17/02/2011 6:43,10/06/2009 18:00,5,310, Cryptographic Issues,
CVE-2009-1695,17/02/2011 6:43,10/06/2009 18:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1691,17/02/2011 6:43,10/06/2009 14:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1689,17/02/2011 6:43,10/06/2009 14:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1688,17/02/2011 6:43,10/06/2009 14:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1686,17/02/2011 6:43,10/06/2009 14:30,9.3,20, Improper Input Validation,
CVE-2009-1685,17/02/2011 6:43,10/06/2009 14:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-1684,17/02/2011 6:43,10/06/2009 14:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4307,17/02/2011 5:00,10/02/2011 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4306,17/02/2011 5:00,10/02/2011 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4196,17/02/2011 5:00,10/02/2011 16:00,9.3,20, Improper Input Validation,
CVE-2010-4195,17/02/2011 5:00,10/02/2011 16:00,9.3,20, Improper Input Validation,
CVE-2010-4194,17/02/2011 5:00,10/02/2011 16:00,9.3,20, Improper Input Validation,
CVE-2010-4193,17/02/2011 5:00,10/02/2011 16:00,9.3,20, Improper Input Validation,
CVE-2010-4191,17/02/2011 5:00,10/02/2011 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4187,17/02/2011 5:00,10/02/2011 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4093,17/02/2011 5:00,10/02/2011 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-0125,17/02/2011 5:00,14/12/2010 16:00,10,264, Permissions Privileges and Access Controls,
CVE-2010-4716,16/02/2011 23:40,31/01/2011 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-1034,16/02/2011 5:00,16/02/2011 3:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4735,16/02/2011 5:00,16/02/2011 3:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-4717,16/02/2011 5:00,31/01/2011 20:00,6.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4715,16/02/2011 5:00,31/01/2011 20:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2001-1378,16/02/2011 5:00,6/09/2001 4:00,2.1,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2001-1009,16/02/2011 5:00,31/08/2001 4:00,10,264, Permissions Privileges and Access Controls,
CVE-2002-0146,15/02/2011 20:45,25/06/2002 4:00,5,20, Improper Input Validation,
CVE-2011-1030,15/02/2011 5:00,14/02/2011 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-0702,15/02/2011 5:00,14/02/2011 21:00,3.3,59, Improper Link Resolution Before File Access ('Link Following'),
CVE-2010-4733,15/02/2011 5:00,15/02/2011 1:00,10,255, Credentials Management,
CVE-2010-4732,15/02/2011 5:00,15/02/2011 1:00,9,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2010-4731,15/02/2011 5:00,15/02/2011 1:00,6.8,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-4730,15/02/2011 5:00,15/02/2011 1:00,6.8,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-4723,15/02/2011 5:00,3/02/2011 17:00,9.3,264, Permissions Privileges and Access Controls,
CVE-2010-4721,15/02/2011 5:00,1/02/2011 23:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-4720,15/02/2011 5:00,1/02/2011 23:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-4718,15/02/2011 5:00,1/02/2011 23:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2009-5054,15/02/2011 5:00,3/02/2011 17:00,7.5,264, Permissions Privileges and Access Controls,
CVE-2008-7274,15/02/2011 5:00,15/02/2011 1:00,4.3,20, Improper Input Validation,
CVE-2011-0920,14/02/2011 5:00,8/02/2011 22:00,9.3,287, Improper Authentication,
CVE-2011-0911,14/02/2011 5:00,8/02/2011 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-0909,14/02/2011 5:00,8/02/2011 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2011-0526,14/02/2011 5:00,8/02/2011 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4729,14/02/2011 5:00,8/02/2011 22:00,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2010-4728,14/02/2011 5:00,8/02/2011 22:00,5,310, Cryptographic Issues,
CVE-2011-0537,12/02/2011 6:46,4/02/2011 1:00,7.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-3930,12/02/2011 6:44,2/02/2011 1:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-3779,12/02/2011 6:44,6/10/2010 21:00,3.5,264, Permissions Privileges and Access Controls,
CVE-2010-3706,12/02/2011 6:44,6/10/2010 17:00,5.5,264, Permissions Privileges and Access Controls,
CVE-2010-3304,12/02/2011 6:43,24/09/2010 19:00,6.4,264, Permissions Privileges and Access Controls,
CVE-2010-4531,5/02/2011 7:00,18/01/2011 18:03,4.4,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4209,5/02/2011 7:00,7/11/2010 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4208,5/02/2011 7:00,7/11/2010 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4207,5/02/2011 7:00,7/11/2010 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4727,4/02/2011 5:00,3/02/2011 17:00,10,20, Improper Input Validation,
CVE-2010-4254,2/02/2011 6:59,6/12/2010 13:44,7.5,20, Improper Input Validation,
CVE-2009-3905,2/02/2011 6:48,6/11/2009 15:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2008-4196,1/02/2011 18:09,27/09/2008 10:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-0338,1/02/2011 5:00,15/01/2010 19:30,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-2779,31/01/2011 5:00,28/01/2011 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-2778,31/01/2011 5:00,28/01/2011 22:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-2777,31/01/2011 5:00,28/01/2011 22:00,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4481,28/01/2011 5:00,17/12/2010 19:00,5,287, Improper Authentication,
CVE-2010-4480,28/01/2011 5:00,8/12/2010 16:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4329,28/01/2011 5:00,2/12/2010 16:22,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-3056,28/01/2011 5:00,24/08/2010 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-3055,28/01/2011 5:00,24/08/2010 20:00,7.5,264, Permissions Privileges and Access Controls,
CVE-2008-7252,28/01/2011 5:00,19/01/2010 16:30,10,310, Cryptographic Issues,
CVE-2010-4392,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4386,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4385,26/01/2011 6:52,14/12/2010 16:00,9.3,189, Numeric Errors,
CVE-2010-4384,26/01/2011 6:52,14/12/2010 16:00,9.3,20, Improper Input Validation,
CVE-2010-4383,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4382,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4379,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4378,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4375,26/01/2011 6:52,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-3749,26/01/2011 6:51,19/10/2010 0:00,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2010-2997,26/01/2011 6:50,14/12/2010 16:00,9.3,399, Resource Management Errors,
CVE-2010-2094,26/01/2011 6:48,27/05/2010 22:30,6.8,134, Use of Externally-Controlled Format String,
CVE-2009-4269,26/01/2011 6:41,16/08/2010 20:00,2.1,310, Cryptographic Issues,
CVE-2009-1251,26/01/2011 6:35,9/04/2009 0:30,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2009-1250,26/01/2011 6:35,9/04/2009 0:30,7.8,189, Numeric Errors,
CVE-2005-3294,26/01/2011 5:00,23/10/2005 21:02,5,399, Resource Management Errors,
CVE-2011-0519,24/01/2011 5:00,20/01/2011 19:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2011-0514,24/01/2011 5:00,20/01/2011 19:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0501,24/01/2011 5:00,20/01/2011 19:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0498,24/01/2011 5:00,20/01/2011 19:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4071,24/01/2011 5:00,20/01/2011 19:00,2.6,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4586,22/01/2011 6:45,22/12/2010 3:00,10,16, Configuration,
CVE-2010-4584,22/01/2011 6:45,22/12/2010 3:00,2.6,310, Cryptographic Issues,
CVE-2010-4582,22/01/2011 6:45,22/12/2010 3:00,5,264, Permissions Privileges and Access Controls,
CVE-2010-4580,22/01/2011 6:45,22/12/2010 3:00,5,200, Information Exposure,
CVE-2010-4335,22/01/2011 6:44,14/01/2011 23:00,7.5,20, Improper Input Validation,
CVE-2010-3703,22/01/2011 6:43,5/11/2010 18:00,4.3,20, Improper Input Validation,
CVE-2010-3495,22/01/2011 6:43,19/10/2010 20:00,4.3,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),
CVE-2010-1676,22/01/2011 6:39,22/12/2010 1:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2011-0016,22/01/2011 5:00,19/01/2011 12:00,2.1,399, Resource Management Errors,
CVE-2011-0513,21/01/2011 5:00,20/01/2011 19:00,7.2,20, Improper Input Validation,
CVE-2011-0500,21/01/2011 5:00,20/01/2011 19:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4703,21/01/2011 5:00,20/01/2011 19:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-4535,20/01/2011 6:46,10/01/2011 20:00,5,20, Improper Input Validation,
CVE-2010-4534,20/01/2011 6:46,10/01/2011 20:00,4,264, Permissions Privileges and Access Controls,
CVE-2010-4262,20/01/2011 6:46,17/12/2010 19:00,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4013,20/01/2011 6:45,10/01/2011 20:00,6.8,134, Use of Externally-Controlled Format String,
CVE-2009-4228,20/01/2011 6:37,8/12/2009 18:30,4.3,399, Resource Management Errors,
CVE-2009-3024,20/01/2011 6:35,31/08/2009 20:30,4.3,310, Cryptographic Issues,
CVE-2010-4588,19/01/2011 7:02,23/12/2010 18:00,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2010-4524,19/01/2011 7:02,3/01/2011 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4397,19/01/2011 7:02,14/12/2010 16:00,9.3,189, Numeric Errors,
CVE-2010-4396,19/01/2011 7:02,14/12/2010 16:00,4.3,20, Improper Input Validation,
CVE-2010-4395,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4394,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4391,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4390,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4389,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4388,19/01/2011 7:02,14/12/2010 16:00,4.3,20, Improper Input Validation,
CVE-2010-4387,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4381,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4380,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4377,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4376,19/01/2011 7:02,14/12/2010 16:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-3616,19/01/2011 7:00,17/12/2010 19:00,5,20, Improper Input Validation,
CVE-2010-3076,19/01/2011 6:59,14/10/2010 5:57,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-2999,19/01/2011 6:59,14/12/2010 16:00,9.3,189, Numeric Errors,
CVE-2010-0682,19/01/2011 6:55,23/02/2010 20:30,4,264, Permissions Privileges and Access Controls,
CVE-2010-0039,19/01/2011 6:53,22/12/2010 3:00,2.6,264, Permissions Privileges and Access Controls,
CVE-2009-2189,19/01/2011 6:48,22/12/2010 3:00,6.1,399, Resource Management Errors,
CVE-2010-4339,18/01/2011 5:00,14/01/2011 23:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4598,14/01/2011 6:48,23/12/2010 18:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2010-3074,14/01/2011 6:46,17/09/2010 18:00,2.1,310, Cryptographic Issues,
CVE-2010-3073,14/01/2011 6:46,17/09/2010 18:00,2.1,310, Cryptographic Issues,
CVE-2010-2947,14/01/2011 6:46,24/08/2010 20:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-2523,14/01/2011 6:45,13/07/2010 17:30,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-2522,14/01/2011 6:45,13/07/2010 17:30,2.1,264, Permissions Privileges and Access Controls,
CVE-2010-3922,12/01/2011 6:53,9/12/2010 20:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2010-3921,12/01/2011 6:53,9/12/2010 20:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-2808,12/01/2011 6:51,19/08/2010 18:00,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-2806,12/01/2011 6:51,19/08/2010 18:00,6.8,399, Resource Management Errors,
CVE-2010-2603,12/01/2011 6:51,17/12/2010 19:00,2.1,310, Cryptographic Issues,
CVE-2010-1844,12/01/2011 6:49,16/11/2010 22:00,7.1,20, Improper Input Validation,
CVE-2010-1842,12/01/2011 6:49,15/11/2010 23:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-1841,12/01/2011 6:49,15/11/2010 23:00,9.3,20, Improper Input Validation,
CVE-2010-1838,12/01/2011 6:49,15/11/2010 23:00,4.4,287, Improper Authentication,
CVE-2010-1837,12/01/2011 6:49,15/11/2010 23:00,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4507,12/01/2011 5:00,30/12/2010 19:00,9.3,352, Cross-Site Request Forgery (CSRF),
CVE-2010-0391,12/01/2011 5:00,26/01/2010 18:30,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4597,11/01/2011 6:46,23/12/2010 18:00,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2010-4593,11/01/2011 6:46,22/12/2010 21:00,4,399, Resource Management Errors,
CVE-2010-4592,11/01/2011 6:46,22/12/2010 21:00,4.3,399, Resource Management Errors,
CVE-2010-4591,11/01/2011 6:46,22/12/2010 21:00,4.4,287, Improper Authentication,
CVE-2010-4589,11/01/2011 6:46,22/12/2010 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4521,11/01/2011 6:46,23/12/2010 18:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4276,11/01/2011 6:46,30/12/2010 19:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4114,11/01/2011 6:45,22/12/2010 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2010-4112,11/01/2011 6:45,22/12/2010 21:00,5,200, Information Exposure,
CVE-2010-4111,11/01/2011 6:45,22/12/2010 21:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
